,Date,MLSid,MLS Name,Street,Price,Bedrooms,Bathrooms,Appliances,Description,Fullbath,Halfbath,Threequarter Bath,Rooms
34,2016-07-29 00:00:00,16148546,CLAW,19252 PACIFIC COAST HWY,2688000.0,6,0, Built-In BBQ Range Hood Microwave RangeOven ,0,5,0,0,11
35,2016-08-05 00:00:00,16150042,CLAW,"23410 Civic Center Way, C1",1900000.0,3,0, Built-Ins ,0,1,1,1,6
36,2016-08-09 00:00:00,16150280,CLAW,1970 N GRAMERCY PL,5540000.0,6,0,,0,4,0,0,10
37,2016-08-05 00:00:00,16150318,CLAW,"9378 Wilshire Boulevard, Suite 200",20000.0,3,0, Range Hood Microwave ,0,3,1,0,7
38,2016-08-05 00:00:00,16150758,CLAW,9229 Crescent Drive,10815.0,4,0, Built-Ins Microwave RangeOven ,0,3,1,0,8
39,2016-08-11 00:00:00,16151208,CLAW,"9378 Wilshire Boulevard, Suite 200",3495000.0,7,0, Built-In BBQ Built-Ins Range Hood Microwave RangeOven Convection Oven Cooktop - Gas Double Oven Gas Oven-Gas ,0,4,1,1,13
40,2016-08-10 00:00:00,16151674,CLAW,2401 Laurel Canyon Boulevard,3500.0,1,0, RangeOven ,0,1,0,0,2
41,2016-08-15 00:00:00,16153228,CLAW,"9378 Wilshire Boulevard, Suite 200",650000.0,1,0, Built-Ins ,0,2,0,0,3
42,2016-08-22 00:00:00,16154748,CLAW,24808 Woolsey Canyon RD,12800000.0,5,0, RangeOven ,0,4,1,0,10
43,2016-08-30 00:00:00,16154856,CLAW,"9378 Wilshire Boulevard, Suite 200",10500.0,4,0,,0,2,0,0,6
44,2016-08-19 00:00:00,16154966,CLAW,386 ENTRADA DR,2288000.0,3,0, RangeOven ,0,2,0,2,7
45,2016-08-22 00:00:00,16155556,CLAW,"11726 San Vicente Blvd, Suite 350",1719500.0,4,0, Built-In BBQ Built-Ins Range Hood RangeOven ,0,3,0,0,7
46,2016-08-22 00:00:00,16155592,CLAW,7350 PACIFIC VIEW DR,5700.0,3,0, Range Hood RangeOven ,0,2,0,1,6
47,2016-08-26 00:00:00,16156574,CLAW,"9378 Wilshire Boulevard, Suite 200",1450000.0,3,0, RangeOven ,0,2,0,0,5
48,2016-08-26 00:00:00,16157052,CLAW,3464 SWEETWATER MESA RD,975000.0,3,0, Built-Ins Range Hood Microwave RangeOven ,0,2,1,0,6
49,2016-08-29 00:00:00,16157428,CLAW,"23410 Civic Center Way, C1",20000000.0,7,0, Built-In BBQ Built-Ins Range Hood Microwave RangeOven Cooktop - Gas Double Oven ,0,5,3,2,17
50,2016-09-02 00:00:00,16157766,CLAW,1422 SAN YSIDRO DR,10620000.0,8,0, Built-In BBQ Built-Ins Microwave RangeOven ,0,8,1,0,17
51,2016-08-30 00:00:00,16157850,CLAW,"11726 San Vicente Blvd, Suite 350",2995000.0,5,0, Built-In BBQ Built-Ins RangeOven ,0,2,0,3,10
52,2016-08-31 00:00:00,16158240,CLAW,6225 GAYTON PL,3169000.0,4,0,,0,2,0,0,6
53,2016-09-06 00:00:00,16158556,CLAW,"23410 Civic Center Way, C1",1299000.0,3,0, Built-Ins Microwave ,0,3,0,0,6
54,2016-09-02 00:00:00,16158874,CLAW,1116 LINDA FLORA DR,720000.0,2,0, Microwave RangeOven ,0,2,0,0,4
55,2016-09-06 00:00:00,16159656,CLAW,"9378 Wilshire Boulevard, Suite 200",2400000.0,7,0, Built-Ins Range Hood Microwave RangeOven Built-In Gas Cooktop - Gas ,0,5,0,0,12
56,2016-09-08 00:00:00,16159808,CLAW,2317 Dickenson RD,3995000.0,5,0, Built-Ins RangeOven ,0,3,1,1,10
57,2016-09-09 00:00:00,16160058,CLAW,"11726 San Vicente Blvd, Suite 350",2895000.0,4,0, Built-Ins Range Hood Microwave RangeOven ,0,5,0,0,9
58,2016-09-08 00:00:00,16160314,CLAW,514 LILLIAN WAY,5498000.0,5,0, Built-In BBQ Built-Ins Range Hood RangeOven ,0,5,2,0,12
59,2016-09-09 00:00:00,16161032,CLAW,"9378 Wilshire Boulevard, Suite 200",450000.0,0,0,,0,0,0,0,0
60,2016-09-10 00:00:00,16161068,CLAW,2600 Canada Este RD,7900.0,4,0,,0,3,1,0,8
61,2016-09-14 00:00:00,16161388,CLAW,"9378 Wilshire Boulevard, Suite 200",2588000.0,6,0, Microwave RangeOven ,0,3,1,2,12
62,2016-09-16 00:00:00,16161666,CLAW,602 PALISADES BEACH RD,969000.0,4,0, Range Hood Microwave RangeOven Oven ,0,2,1,0,7
63,2016-09-15 00:00:00,16162304,CLAW,"11726 San Vicente Blvd, Suite 350",3248000.0,5,0, Built-Ins Range Hood RangeOven ,0,5,1,0,11
64,2016-09-14 00:00:00,16162424,CLAW,4906 MENDOTA AVE,5750.0,4,0, Range Hood Microwave RangeOven ,0,3,1,0,8
65,2016-09-14 00:00:00,16162540,CLAW,594 E. Colorado Boulevard,3488000.0,3,0, RangeOven ,0,1,1,2,7
66,2016-09-14 00:00:00,16162570,CLAW,4017 E 6TH ST,2895000.0,3,0, Range Hood RangeOven ,0,1,0,2,6
67,2016-09-15 00:00:00,16162696,CLAW,594 E. Colorado Boulevard,499000.0,1,0, Built-Ins RangeOven ,0,1,0,0,2
68,2016-09-15 00:00:00,16162826,CLAW,29220 WAGON RD,2300.0,4,0,,0,2,0,0,6
69,2016-09-15 00:00:00,16163034,CLAW,"23410 Civic Center Way, C1",4695000.0,5,0, Built-In BBQ Microwave RangeOven ,0,3,1,1,10
70,2016-09-16 00:00:00,16163198,CLAW,29672 ZUMA BAY WAY,849900.0,2,0, Built-Ins Microwave RangeOven ,0,1,0,1,4
71,2016-09-16 00:00:00,16163248,CLAW,"23410 Civic Center Way, C1",1449000.0,3,0,,0,1,0,0,4
72,2016-09-16 00:00:00,16163266,CLAW,1961 DE MILLE DR,10950000.0,3,0, Built-Ins Microwave RangeOven ,0,2,0,0,5
73,2016-09-22 00:00:00,16163826,CLAW,"23410 Civic Center Way, C1",3500.0,2,0, RangeOven Microwave Oven ,0,1,0,0,3
74,2016-09-20 00:00:00,16163996,CLAW,27112 MALIBU COVE COLONY DR,2599000.0,0,0,,0,0,0,0,0
75,2016-09-21 00:00:00,16164100,CLAW,"23410 Civic Center Way, C1",16550000.0,5,0, Built-In BBQ Built-Ins Microwave RangeOven ,0,5,2,0,12
76,2016-09-21 00:00:00,16164412,CLAW,181 SURFVIEW DR,6495000.0,4,0, Built-In BBQ Built-Ins Range Hood Microwave RangeOven ,0,3,0,0,7
77,2016-09-22 00:00:00,16164760,CLAW,"9378 Wilshire Boulevard, Suite 200",3075.0,0,0, Microwave RangeOven ,0,1,0,0,1
78,2016-09-22 00:00:00,16164788,CLAW,4960 VANALDEN AVE,6475.0,2,0, Range Hood RangeOven ,0,2,1,0,5
79,2016-10-03 00:00:00,16164958,CLAW,"9378 Wilshire Boulevard, Suite 200",888000.0,3,0, Built-In BBQ ,0,2,0,0,5
80,2016-09-22 00:00:00,16165062,CLAW,19355 PACIFIC COAST HWY,1235000.0,3,0, Range Hood RangeOven ,0,1,0,1,5
81,2016-10-04 00:00:00,16165260,CLAW,"23410 Civic Center Way, C1",865000.0,4,0, Microwave RangeOven ,0,4,0,0,8
82,2016-09-26 00:00:00,16165528,CLAW,7135 HOLLYWOOD,3250000.0,0,0,,0,0,0,0,0
83,2016-09-26 00:00:00,16165532,CLAW,"9378 Wilshire Boulevard, Suite 200",2500000.0,0,0,,0,0,0,0,0
84,2016-09-26 00:00:00,16165994,CLAW,9640 SIERRA HWY,2550.0,0,0, Microwave RangeOven ,0,1,0,0,1
85,2016-09-27 00:00:00,16166222,CLAW,"9378 Wilshire Boulevard, Suite 200",4350.0,3,0, Microwave RangeOven ,0,2,1,0,6
86,2016-10-07 00:00:00,16167196,CLAW,6420 SYCAMORE MEADOWS DR,599000.0,2,0,,0,1,0,0,3
87,2016-10-03 00:00:00,16167440,CLAW,"23410 Civic Center Way, C1",1998000.0,4,0, Range Hood Microwave RangeOven ,0,3,0,0,7
88,2016-10-03 00:00:00,16167460,CLAW,6410 SURFSIDE WAY,1498000.0,3,0, RangeOven ,0,2,0,0,5
89,2016-10-29 00:00:00,16167486,CLAW,"23410 Civic Center Way, C1",7750.0,4,0, RangeOven ,0,2,0,0,6
90,2016-10-04 00:00:00,16168294,CLAW,24014 PARK CASINO,3849000.0,2,0, Built-Ins Range Hood Microwave RangeOven ,0,2,1,0,5
91,2016-10-04 00:00:00,16168406,CLAW,"9378 Wilshire Boulevard, Suite 200",18500.0,2,0, Built-Ins Range Hood Microwave RangeOven ,0,2,1,0,5
92,2016-10-06 00:00:00,16168744,CLAW,1100 N BEVERLY GLEN,6895000.0,4,0, Built-Ins Range Hood Microwave RangeOven ,0,2,2,2,10
93,2016-10-05 00:00:00,16168832,CLAW,1333 Montana Ave,3095.0,2,0, Microwave RangeOven ,0,1,0,0,3
94,2016-10-10 00:00:00,16168984,CLAW,1016 OAKWOOD AVE,799000.0,2,0, Range Hood RangeOven ,0,1,0,0,3
95,2016-10-06 00:00:00,16169036,CLAW,1333 Montana Ave,1799000.0,3,0, Range Hood Microwave RangeOven ,0,3,0,1,7
96,2016-10-06 00:00:00,16169094,CLAW,5100 ANGELES VISTA BLVD,2249000.0,5,0, Built-Ins Range Hood RangeOven ,0,4,1,0,10
97,2016-10-06 00:00:00,16169172,CLAW,"9378 Wilshire Boulevard, Suite 200",6595000.0,6,0, Built-Ins Range Hood RangeOven ,0,2,2,3,13
98,2016-10-07 00:00:00,16169260,CLAW,200 TOYOPA DR,8499000.0,5,0, Built-In BBQ Built-Ins Microwave RangeOven Gas Oven ,0,3,1,2,11
99,2016-10-08 00:00:00,16169676,CLAW,"23410 Civic Center Way, C1",875000.0,2,0, Built-Ins ,0,2,1,0,5
100,2016-10-13 00:00:00,16170084,CLAW,16242 SHADOW MOUNTAIN DR,779000.0,2,0, Built-Ins Range Hood Microwave RangeOven ,0,2,0,0,4
101,2016-10-13 00:00:00,16170236,CLAW,"11726 San Vicente Blvd, Suite 350",20000000.0,0,0,,0,0,0,0,0
102,2016-10-13 00:00:00,16170260,CLAW,22042 CARBON MESA RD,1589000.0,4,0, Microwave RangeOven ,0,3,0,0,7
103,2016-10-12 00:00:00,16170438,CLAW,"23410 Civic Center Way, C1",5995000.0,5,0, Built-In BBQ Range Hood Microwave RangeOven ,0,3,1,1,10
104,2016-10-17 00:00:00,16170720,CLAW,6420 SYCAMORE MEADOWS DR,3895000.0,5,0, Built-In BBQ RangeOven ,0,5,1,0,11
105,2016-10-12 00:00:00,16170802,CLAW,"23410 Civic Center Way, C1",999000.0,2,0, RangeOven ,0,2,0,0,4
106,2016-10-17 00:00:00,16171376,CLAW,3464 GREENWOOD AVE,3499000.0,5,0, Built-In BBQ Built-Ins Range Hood Microwave RangeOven Built-In Gas Cooktop - Gas ,0,5,1,0,11
107,2016-11-03 00:00:00,16171784,CLAW,1730 Ocean Park Blvd,969000.0,3,0, RangeOven ,0,3,0,0,6
108,2016-10-17 00:00:00,16171978,CLAW,10747 WILSHIRE,825000.0,2,0,,0,1,0,0,3
109,2016-10-19 00:00:00,16172792,CLAW,"11726 San Vicente Blvd, Suite 350",3750.0,1,0, Microwave RangeOven ,0,2,0,0,3
110,2016-10-24 00:00:00,16172810,CLAW,11647 BELLAGIO RD,4495000.0,5,0, Built-In BBQ Built-Ins RangeOven ,0,5,1,0,11
111,2016-11-03 00:00:00,16172836,CLAW,"11726 San Vicente Blvd, Suite 350",5985000.0,6,0, Built-Ins Range Hood RangeOven ,0,8,0,0,14
112,2016-10-19 00:00:00,16172880,CLAW,316 N SKYEWIAY RD,3750.0,2,0, Microwave RangeOven ,0,2,0,0,4
113,2016-10-21 00:00:00,16172958,CLAW,"11726 San Vicente Blvd, Suite 350",2595000.0,3,0, RangeOven ,0,3,0,0,6
114,2016-10-19 00:00:00,16173026,CLAW,545 CATALONIA AVE,9250.0,3,0, Built-Ins ,0,4,0,0,7
115,2016-10-20 00:00:00,16173052,CLAW,"11726 San Vicente Blvd, Suite 350",1495000.0,3,0,,0,3,0,0,6
116,2016-10-20 00:00:00,16173190,CLAW,868 LEONARD RD,1295000.0,3,0, RangeOven ,0,2,0,0,5
117,2016-10-20 00:00:00,16173212,CLAW,"9378 Wilshire Boulevard, Suite 200",9250000.0,5,0, Built-Ins Range Hood RangeOven ,0,3,1,4,13
118,2016-10-20 00:00:00,16173320,CLAW,21425 Rambla Vista,35000.0,3,0, Built-In BBQ Built-Ins Range Hood Microwave RangeOven ,0,3,1,0,7
119,2016-10-20 00:00:00,16173342,CLAW,"23410 Civic Center Way, C1",35000.0,6,0, Built-In BBQ Built-Ins ,0,5,0,0,11
120,2016-10-21 00:00:00,16173736,CLAW,7931 ZEUS DR,3995.0,2,0, RangeOven ,0,1,0,1,4
121,2016-10-21 00:00:00,16173746,CLAW,"11726 San Vicente Blvd, Suite 350",2894000.0,3,0, Built-In BBQ Built-Ins Microwave RangeOven ,0,2,0,1,6
122,2016-10-21 00:00:00,16173754,CLAW,1900 PETERSON AVE,2049000.0,2,0, Built-Ins RangeOven ,0,1,1,1,5
123,2016-10-24 00:00:00,16173864,CLAW,594 E. Colorado Boulevard,1195000.0,2,0, Built-Ins Microwave RangeOven ,0,2,1,0,5
124,2016-11-02 00:00:00,16174184,CLAW,10700 ARTRUDE ST,768000.0,2,0,,0,1,0,1,4
125,2016-10-24 00:00:00,16174228,CLAW,"9378 Wilshire Boulevard, Suite 200",1995000.0,4,0,,0,2,1,1,8
126,2016-10-25 00:00:00,16174500,CLAW,10501 EASTBORNE AVE,7350000.0,5,0, Built-Ins Range Hood RangeOven ,0,3,1,2,11
127,2016-10-26 00:00:00,16174642,CLAW,"9378 Wilshire Boulevard, Suite 200",2079000.0,3,0, RangeOven ,0,2,0,1,6
128,2016-10-25 00:00:00,16174714,CLAW,1253 GRANVILLE AVE,16000.0,3,0, Microwave RangeOven ,0,2,1,0,6
129,2016-11-10 00:00:00,16174844,CLAW,"11726 San Vicente Blvd, Suite 350",3295000.0,4,0, Built-Ins ,0,4,1,0,9
130,2016-10-27 00:00:00,16174878,CLAW,1012 2ND ST,7995000.0,5,0, Built-Ins Range Hood RangeOven ,0,5,1,1,12
131,2016-10-29 00:00:00,16175522,CLAW,1333 Montana Ave,799000.0,2,0, Range Hood RangeOven ,0,2,0,0,4
132,2016-10-28 00:00:00,16175808,CLAW,1012 2ND ST,3195000.0,3,0, Built-Ins Microwave RangeOven ,0,1,0,1,5
133,2016-10-31 00:00:00,16175946,CLAW,1333 Montana Ave,899000.0,2,0, Microwave RangeOven ,0,1,0,0,3
134,2016-11-01 00:00:00,16176498,CLAW,1203 N SWEETZER AVE,3550.0,2,0, Microwave RangeOven ,0,2,0,0,4
135,2016-11-03 00:00:00,16177116,CLAW,"9378 Wilshire Boulevard, Suite 200",1368000.0,4,0, Oven ,0,1,1,1,7
136,2016-11-04 00:00:00,16177234,CLAW,810 N TOWNE AVE,2649000.0,2,0, Built-Ins Microwave RangeOven ,0,2,1,0,5
137,2016-11-04 00:00:00,16177260,CLAW,1333 Montana Ave,2750000.0,2,0, Built-Ins Microwave RangeOven ,0,2,1,0,5
138,2016-11-04 00:00:00,16177272,CLAW,215 21ST PL,1999000.0,1,0, Built-Ins Microwave RangeOven ,0,1,1,0,3
139,2016-11-03 00:00:00,16177332,CLAW,1333 Montana Ave,650000.0,3,0, Microwave ,0,2,0,0,5
140,2016-11-03 00:00:00,16177368,CLAW,3714 FLORESTA WAY,1285000.0,2,0, Built-In BBQ Built-Ins Range Hood RangeOven ,0,1,0,1,4
141,2016-11-04 00:00:00,16177590,CLAW,"11726 San Vicente Blvd, Suite 350",1565000.0,2,0, Built-Ins Microwave RangeOven ,0,2,0,0,4
142,2016-11-11 00:00:00,16178020,CLAW,702 MARINE ST,1188000.0,2,0, Range Hood RangeOven ,0,1,0,1,4
143,2016-11-07 00:00:00,16178144,CLAW,"11726 San Vicente Blvd, Suite 350",395000.0,1,0, Built-Ins Microwave RangeOven ,0,1,0,0,2
144,2016-11-08 00:00:00,16178498,CLAW,21844 PACIFIC COAST HWY,30000.0,3,0,,0,3,1,0,7
145,2016-11-11 00:00:00,16178844,CLAW,"23410 Civic Center Way, C1",3695000.0,3,0, Built-Ins Microwave RangeOven ,0,2,1,0,6
146,2016-11-09 00:00:00,16178870,CLAW,1301 SEWARD ST,6495.0,2,0, Built-Ins Range Hood RangeOven ,0,2,0,0,4
147,2016-11-11 00:00:00,16178966,CLAW,"11726 San Vicente Blvd, Suite 350",1795000.0,2,0, Built-Ins Microwave RangeOven Oven ,0,2,0,0,4
148,2016-11-10 00:00:00,16179108,CLAW,1363 COLTON ST,1749000.0,4,0, RangeOven Oven ,0,3,0,0,7
149,2016-11-11 00:00:00,16179426,CLAW,"9378 Wilshire Boulevard, Suite 200",749000.0,2,0, Built-Ins RangeOven Built-In And Free Standing ,0,2,0,0,4
150,2016-11-11 00:00:00,16179532,CLAW,11768 ELLICE ST,1100000.0,0,0,,0,0,0,0,0
151,2016-11-11 00:00:00,16179540,CLAW,"23410 Civic Center Way, C1",1650000.0,0,0,,0,0,0,0,0
152,2016-11-14 00:00:00,16179602,CLAW,1310 NAPOLI DR,3986000.0,3,0, Built-In BBQ Built-Ins Microwave RangeOven ,0,1,0,1,5
153,2016-11-16 00:00:00,16180182,CLAW,"11726 San Vicente Blvd, Suite 350",1875000.0,3,0, Range Hood Microwave RangeOven ,0,3,1,0,7
154,2016-11-17 00:00:00,16180298,CLAW,1616 N LA BREA AVE,1125000.0,3,0, RangeOven Gas/Electric Range Range Hood Self Cleaning Oven ,0,2,0,0,5
155,2016-11-18 00:00:00,16181224,CLAW,"9378 Wilshire Boulevard, Suite 200",839000.0,2,0, Built-Ins RangeOven ,0,2,1,0,5
156,2016-11-18 00:00:00,16181228,CLAW,928 19TH ST,7488000.0,4,0, Built-In BBQ Built-Ins Range Hood RangeOven ,0,4,1,0,9
157,2016-01-07 00:00:00,16968013,CLAW,1333 Montana Ave,2879000.0,4,0, Range Hood RangeOven ,0,4,1,0,9
158,2016-01-13 00:00:00,16970717,CLAW,1425 SYCAMORE AVE,599000.0,0,0,,0,0,0,0,0
159,2016-01-20 00:00:00,16970871,CLAW,"9378 Wilshire Boulevard, Suite 200",45000.0,5,0, Built-In BBQ Microwave RangeOven Cooktop - Gas Double Oven ,0,6,0,0,11
161,2016-02-04 00:00:00,316000525,ITECH,1730 Ocean Park Blvd,4699999.0,6,0, RangeOven Range Hood ,0,3,1,1,11
162,2016-05-05 00:00:00,316004149,ITECH,18913 ADOLFO AVE,6495000.0,6,0, Built-In Gas RangeOven ,0,3,3,1,13
163,2016-06-22 00:00:00,316005809,ITECH,"11726 San Vicente Blvd, Suite 350",919000.0,4,0,,0,2,0,1,7
164,2016-06-22 00:00:00,316005875,ITECH,0 Ramera Mountainway,2700000.0,4,0, Double Oven Gas ,0,3,1,0,8
165,2016-07-15 00:00:00,316006132,ITECH,"23410 Civic Center Way, C1",1988000.0,6,0, Built-Ins Oven RangeOven ,0,4,0,1,11
166,2016-07-04 00:00:00,316006255,ITECH,6041 KANAN DUME RD,2488000.0,6,0,,0,6,1,0,13
167,2016-09-02 00:00:00,316006757,ITECH,"23410 Civic Center Way, C1",1898000.0,5,0,,0,1,1,2,9
168,2016-07-29 00:00:00,316007195,ITECH,1616 N LA BREA AVE,1848000.0,4,0,,0,3,0,0,7
169,2016-08-03 00:00:00,316007323,ITECH,"9378 Wilshire Boulevard, Suite 200",1450000.0,4,0, Built-In Gas ,0,3,0,0,7
170,2016-09-06 00:00:00,316007560,ITECH,1522 AMHERST AVE,1088000.0,3,0, Oven RangeOven ,0,2,0,0,5
171,2016-08-15 11:31:13,316007701,ITECH,"11726 San Vicente Blvd, Suite 350",879000.0,3,0, Built-In Electric Microwave ,0,1,0,1,5
172,2016-08-19 00:00:00,316007842,ITECH,483 CRANE,799000.0,5,0, Gas ,0,2,0,1,8
173,2016-08-24 00:00:00,316007976,ITECH,594 E. Colorado Boulevard,850000.0,3,0,,0,2,0,0,5
174,2016-09-06 00:00:00,316008372,ITECH,901 TEAKWOOD RD,1790000.0,6,0, Free Standing Gas Oven-Gas ,0,5,0,0,11
175,2016-09-09 00:00:00,316008538,ITECH,"9378 Wilshire Boulevard, Suite 200",1349000.0,3,0, Built-In Gas ,0,2,1,0,6
176,2016-09-19 00:00:00,316008853,ITECH,429 MONTANA AVE,899000.0,3,0,,0,1,0,1,5
177,2016-09-28 00:00:00,316008990,ITECH,"9378 Wilshire Boulevard, Suite 200",2400.0,2,0, Free Standing Gas ,0,2,0,0,4
178,2016-09-25 00:00:00,316009006,ITECH,3292 INGLEWOOD,728000.0,3,0, Free Standing Gas Microwave Range Hood ,0,3,1,0,7
179,2016-09-26 00:00:00,316009078,ITECH,1730 Ocean Park Blvd,3695000.0,4,0, Built-In BBQ Convection Oven Cooktop - Gas Double Oven Microwave ,0,2,1,2,9
180,2016-09-28 00:00:00,316009157,ITECH,1 W CENTURY DR,575000.0,3,0, Built-In Gas ,0,1,0,1,5
181,2016-09-29 13:35:23,316009232,ITECH,"9378 Wilshire Boulevard, Suite 200",2650.0,1,0,,0,1,0,0,2
182,2016-10-03 00:00:00,316009342,ITECH,1 W CENTURY DR,1339000.0,3,0, Cooktop - Gas Microwave Oven ,0,2,0,0,5
183,2016-10-04 00:00:00,316009344,ITECH,"9378 Wilshire Boulevard, Suite 200",549000.0,3,0,,0,1,0,1,5
184,2016-10-07 00:00:00,316009356,ITECH,323 ADELAIDE DR,2195000.0,4,0, Cooktop - Gas Double Oven Gas Grill Range Hood ,0,2,1,1,8
185,2016-10-03 00:00:00,316009368,ITECH,1333 Montana Ave,1195000.0,4,0,,0,1,1,1,7
186,2016-10-07 00:00:00,316009501,ITECH,2041 N COMMONWEALTH AVE,799000.0,2,0,,0,1,1,0,4
187,2016-10-12 00:00:00,316009646,ITECH,"9378 Wilshire Boulevard, Suite 200",1195000.0,3,0,,0,2,0,0,5
188,2016-10-14 00:00:00,316009693,ITECH,2601 PURDUE AVE,1126000.0,3,0, Built-Ins Convection Oven Cooktop - Gas Microwave Oven ,0,2,0,1,6
189,2016-10-15 16:59:01,316009737,ITECH,"11726 San Vicente Blvd, Suite 350",4000.0,3,0,,0,1,1,1,6
190,2016-10-17 00:00:00,316009746,ITECH,1101 N KENTER AVE,599000.0,2,0, Gas Oven-Gas ,0,2,1,0,5
191,2016-10-19 00:00:00,316009753,ITECH,"11726 San Vicente Blvd, Suite 350",355000.0,0,0, RangeOven ,0,1,0,0,1
192,2016-10-18 00:00:00,316009802,ITECH,2765 CASIANO RD,1450000.0,3,0, Gas/Electric Range Oven ,0,1,0,1,5
193,2016-10-19 21:51:45,316009844,ITECH,"9378 Wilshire Boulevard, Suite 200",3500.0,4,0,,0,2,0,1,7
194,2016-10-21 00:00:00,316009913,ITECH,920 Alta AVE,598000.0,2,0,,0,1,0,0,3
195,2016-11-02 00:00:00,316009971,ITECH,1333 Montana Ave,3000.0,3,0, Free Standing Gas ,0,2,1,0,6
196,2016-10-25 00:00:00,316010002,ITECH,1116 LINDA FLORA DR,899000.0,3,0, Built-In BBQ Gas Oven-Gas ,0,1,0,1,5
197,2016-10-26 00:00:00,316010040,ITECH,"9378 Wilshire Boulevard, Suite 200",899000.0,3,0,,0,1,0,1,5
198,2016-10-27 12:33:34,316010077,ITECH,750 S BUNDY DR,1895000.0,4,0,,0,4,0,0,8
199,2016-10-28 00:00:00,316010117,ITECH,"11726 San Vicente Blvd, Suite 350",1699000.0,4,0,,0,1,0,2,7
200,2016-11-01 00:00:00,316010138,ITECH,1508 12TH ST,1998000.0,3,0, Built-In Gas Double Oven Range Hood ,0,3,1,0,7
